日期,行业名称,电量_万千瓦时
2024-01-05,  航空、航天器及设备制造,48.2832
2024-01-05,  通信设备制造,112.4337
2024-01-05,  铁合金冶炼,20.4578
2024-01-05,  铅锌冶炼,0.102
2024-01-05,  陶瓷制品制造,124.8936
2024-01-05,  黄磷,74.2875
2024-01-05,1.农副食品加工业,788.1733
2024-01-05,1.房屋建筑业,381.9356
2024-01-05,1.煤炭开采和洗选业,6.0988
2024-01-05,1.电信、广播电视和卫星传输服务,453.4876
2024-01-05,1.电力、热力生产和供应业,926.1944
2024-01-05,1.科学研究和技术服务业,327.2926
2024-01-05,1.铁路运输业,1309.5182
2024-01-05,10.造纸和纸制品业,742.2185
2024-01-05,11.印刷和记录媒介复制业,143.8359
2024-01-05,12.文教、工美、体育和娱乐用品制造业,94.0942
2024-01-05,13.石油、煤炭及其他燃料加工业,772.2069
2024-01-05,14.化学原料和化学制品制造业,4888.3036
2024-01-05,15.医药制造业,708.1359
2024-01-05,16.化学纤维制造业,86.4389
2024-01-05,17.橡胶和塑料制品业,1034.5001
2024-01-05,18.非金属矿物制品业,3910.7517
2024-01-05,19.黑色金属冶炼和压延加工业,3258.6643
2024-01-05,2.互联网和相关服务,384.7701
2024-01-05,2.土木工程建筑业,343.1983
2024-01-05,2.水利、环境和公共设施管理业,934.9175
2024-01-05,2.燃气生产和供应业,308.1469
2024-01-05,2.石油和天然气开采业,161.0183
2024-01-05,2.道路运输业,517.1689
2024-01-05,2.食品制造业,439.2997
2024-01-05,20.有色金属冶炼和压延加工业,522.4023
2024-01-05,21.金属制品业,1723.5398
2024-01-05,22.通用设备制造业,668.5167
2024-01-05,23.专用设备制造业,307.1679
2024-01-05,24.汽车制造业,1730.3408
2024-01-05,25.铁路、船舶、航空航天和其他运输设备制造业,248.0042
2024-01-05,26.电气机械和器材制造业,1623.3473
2024-01-05,27.计算机、通信和其他电子设备制造业,3364.4776
2024-01-05,28.仪器仪表制造业,51.5868
2024-01-05,29.其他制造业,655.4085
2024-01-05,3.居民服务、修理和其他服务业,230.6409
2024-01-05,3.建筑安装业,66.152
2024-01-05,3.水上运输业,17.2246
2024-01-05,3.水的生产和供应业,902.7326
2024-01-05,3.软件和信息技术服务业,197.88
2024-01-05,3.酒、饮料及精制茶制造业,242.8603
2024-01-05,3.黑色金属矿采选业,167.1312
2024-01-05,30.废弃资源综合利用业,345.1338
2024-01-05,31.金属制品、机械和设备修理业,153.2476
2024-01-05,4.建筑装饰、装修和其他建筑业,412.0003
2024-01-05,4.教育、文化、体育和娱乐业,1869.251
2024-01-05,4.有色金属矿采选业,135.9346
2024-01-05,4.烟草制品业,74.4874
2024-01-05,4.航空运输业,71.1934
2024-01-05,5.卫生和社会工作,910.0492
2024-01-05,5.管道运输业,42.1177
2024-01-05,5.纺织业,1522.3878
2024-01-05,5.非金属矿采选业  ,290.2258
2024-01-05,6.公共管理和社会组织、国际组织,886.8734
2024-01-05,6.其他采矿业  ,159.3249
2024-01-05,6.多式联运和运输代理业,34.512
2024-01-05,6.纺织服装、服饰业,293.0406
2024-01-05,7.皮革、毛皮、羽毛及其制品和制鞋业,65.3762
2024-01-05,7.装卸搬运和仓储业,263.9843
2024-01-05,8.木材加工和木、竹、藤、棕、草制品业,499.5252
2024-01-05,8.邮政业,36.4432
2024-01-05,9.家具制造业,194.0942
2024-01-05,A、全行业用电合计,52648.3666
2024-01-05,B、城乡居民生活用电合计,14335.7115
2024-01-05,一、农、林、牧、渔业,1182.8
2024-01-05,七、住宿和餐饮业,1009.7721
2024-01-05,三、建筑业,1203.2861
2024-01-05,九、房地产业,2513.8843
2024-01-05,二、工业,34208.376
2024-01-05,五、信息传输、软件和信息技术服务业,1036.1377
2024-01-05,全行业用电分类,52648.3666
2024-01-05,八、金融业,275.95
2024-01-05,六、批发和零售业,3453.2137
2024-01-05,其他开采专业及辅助性活动,21.9726
2024-01-05,十、租赁和商务服务业,313.76
2024-01-05,十一、公共服务及管理组织,5159.0246
2024-01-05,四、交通运输、仓储和邮政业,2292.1621
2024-01-05,客户用电量,66984.0781
2024-01-05,（一）采矿业,919.7336
2024-01-05,（三）电力、热力、燃气及水的生产和供应业,2137.074
2024-01-05,（二） 制造业,31151.5684
2024-01-06,      其中：排灌,135.2036
2024-01-06,    1.农业,380.1397
2024-01-06,    2.林业,7.1439
2024-01-06,    3.畜牧业,337.1519
2024-01-06,    4.渔业,84.8684
2024-01-06,    5.农、林、牧、渔专业及辅助性活动,368.5843
2024-01-06,    乡村居民,5847.8377
2024-01-06,    城镇居民,8480.2878
2024-01-06,    第一产业,809.304
2024-01-06,    第三产业,15033.165
2024-01-06,    第二产业,34842.1797
2024-01-06,  其中：中成药生产,46.9557
2024-01-06,  其中：互联网数据服务,102.9834
2024-01-06,  其中：体育用品制造,6.9221
2024-01-06,  其中：充换电服务业,657.5719
2024-01-06,  其中：光伏设备及元器件制造,20.485
2024-01-06,  其中：公共照明,567.9278
2024-01-06,  其中：医疗仪器设备及器械制造,28.4776
2024-01-06,  其中：地质勘查,3.0842
2024-01-06,  其中：城市公共交通运输,331.0076
2024-01-06,  其中：教育,1198.2236
2024-01-06,  其中：新能源车整车制造,46.9616
2024-01-06,  其中：橡胶制品业,248.0153
2024-01-06,  其中：氯碱,164.072
2024-01-06,  其中：水利管理业,84.3313
2024-01-06,  其中：水泥制造,1339.2898
2024-01-06,  其中：港口岸电,4.6573
2024-01-06,  其中：煤化工,229.3301
2024-01-06,  其中：电厂生产全部耗用电量,176.6382
2024-01-06,  其中：电气化铁路,1213.4014
2024-01-06,  其中：碳化硅,4.8374
2024-01-06,  其中：科技推广和应用服务业,39.9012
2024-01-06,  其中：租赁业,8.5027
2024-01-06,  其中：结构性金属制品制造,595.0224
2024-01-06,  其中：肥料制造,2358.3116
2024-01-06,  其中：计算机制造,17.5362
2024-01-06,  其中：钢铁,3444.3776
2024-01-06,  其中：铁路运输设备制造,16.1487
2024-01-06,  其中：铝冶炼,2.7593
2024-01-06,  其中：风能原动设备制造,0.0471
2024-01-06,  城市轨道交通设备制造,9.222
2024-01-06,  塑料制品业,769.6519
2024-01-06,  抽水蓄能抽水耗用电量,496.7877
2024-01-06,  玻璃制造,205.1639
2024-01-06,  生物药品制品制造,106.579
2024-01-06,  电石,0.0
2024-01-06,  稀有稀土金属冶炼,5.6304
2024-01-06,  线路损失电量,0.0456
2024-01-06,  航空、航天器及设备制造,39.5283
2024-01-06,  通信设备制造,106.4138
2024-01-06,  铁合金冶炼,19.7846
2024-01-06,  铅锌冶炼,0.108
2024-01-06,  陶瓷制品制造,115.2072
2024-01-06,  黄磷,61.3725
2024-01-06,1.农副食品加工业,753.9734
2024-01-06,1.房屋建筑业,361.0602
2024-01-06,1.煤炭开采和洗选业,5.2103
2024-01-06,1.电信、广播电视和卫星传输服务,441.6634
2024-01-06,1.电力、热力生产和供应业,872.7269
2024-01-06,1.科学研究和技术服务业,246.2746
2024-01-06,1.铁路运输业,1301.815
2024-01-06,10.造纸和纸制品业,774.5557
2024-01-06,11.印刷和记录媒介复制业,136.2603
2024-01-06,12.文教、工美、体育和娱乐用品制造业,89.4684
2024-01-06,13.石油、煤炭及其他燃料加工业,752.9502
2024-01-06,14.化学原料和化学制品制造业,4876.3501
2024-01-06,15.医药制造业,680.4064
2024-01-06,16.化学纤维制造业,82.1533
2024-01-06,17.橡胶和塑料制品业,1017.6671
2024-01-06,18.非金属矿物制品业,3989.2354
2024-01-06,19.黑色金属冶炼和压延加工业,3464.1622
2024-01-06,2.互联网和相关服务,380.185
2024-01-06,2.土木工程建筑业,326.6256
2024-01-06,2.水利、环境和公共设施管理业,828.2981
2024-01-06,2.燃气生产和供应业,308.4992
2024-01-06,2.石油和天然气开采业,169.2342
2024-01-06,2.道路运输业,479.228
2024-01-06,2.食品制造业,437.0583
2024-01-06,20.有色金属冶炼和压延加工业,525.0392
2024-01-06,21.金属制品业,1683.9969
2024-01-06,22.通用设备制造业,616.2273
2024-01-06,23.专用设备制造业,271.8331
2024-01-06,24.汽车制造业,1556.8014
2024-01-06,25.铁路、船舶、航空航天和其他运输设备制造业,222.1061
2024-01-06,26.电气机械和器材制造业,1593.8858
2024-01-06,27.计算机、通信和其他电子设备制造业,3325.9466
2024-01-06,28.仪器仪表制造业,46.7725
2024-01-06,29.其他制造业,633.7628
2024-01-06,3.居民服务、修理和其他服务业,203.2676
2024-01-06,3.建筑安装业,62.0216
2024-01-06,3.水上运输业,16.7679
2024-01-06,3.水的生产和供应业,900.3243
2024-01-06,3.软件和信息技术服务业,177.2572
2024-01-06,3.酒、饮料及精制茶制造业,251.7884
2024-01-06,3.黑色金属矿采选业,159.9759
2024-01-06,30.废弃资源综合利用业,342.621
2024-01-06,31.金属制品、机械和设备修理业,142.8019
2024-01-06,4.建筑装饰、装修和其他建筑业,394.0535
2024-01-06,4.教育、文化、体育和娱乐业,1363.3445
2024-01-06,4.有色金属矿采选业,122.6353
2024-01-06,4.烟草制品业,69.4783
2024-01-06,4.航空运输业,67.8605
2024-01-06,5.卫生和社会工作,815.7029
2024-01-06,5.管道运输业,41.0407
2024-01-06,5.纺织业,1512.5704
2024-01-06,5.非金属矿采选业  ,292.4645
2024-01-06,6.公共管理和社会组织、国际组织,605.9961
2024-01-06,6.其他采矿业  ,163.778
2024-01-06,6.多式联运和运输代理业,34.4888
2024-01-06,6.纺织服装、服饰业,280.2205
2024-01-06,7.皮革、毛皮、羽毛及其制品和制鞋业,62.4562
2024-01-06,7.装卸搬运和仓储业,245.766
2024-01-06,8.木材加工和木、竹、藤、棕、草制品业,490.6855
2024-01-06,8.邮政业,30.8402
2024-01-06,9.家具制造业,183.9835
2024-01-06,A、全行业用电合计,50684.6486
2024-01-06,B、城乡居民生活用电合计,14328.1255
2024-01-06,一、农、林、牧、渔业,1177.8883
2024-01-06,七、住宿和餐饮业,999.6895
2024-01-06,三、建筑业,1143.761
2024-01-06,九、房地产业,2345.699
2024-01-06,二、工业,33862.0669
2024-01-06,五、信息传输、软件和信息技术服务业,999.1057
2024-01-06,全行业用电分类,50684.6486
2024-01-06,八、金融业,235.6321
2024-01-06,六、批发和零售业,3368.3065
2024-01-06,其他开采专业及辅助性活动,20.8464
2024-01-06,十、租赁和商务服务业,271.8083
2024-01-06,十一、公共服务及管理组织,4062.8838
2024-01-06,四、交通运输、仓储和邮政业,2217.8073
2024-01-06,客户用电量,65012.7741
2024-01-06,（一）采矿业,913.2983
2024-01-06,（三）电力、热力、燃气及水的生产和供应业,2081.5504
2024-01-06,（二） 制造业,30867.2182
2024-01-07,      其中：排灌,130.1844
2024-01-07,    1.农业,368.1045
2024-01-07,    2.林业,7.1669
2024-01-07,    3.畜牧业,334.4564
2024-01-07,    4.渔业,82.823
2024-01-07,    5.农、林、牧、渔专业及辅助性活动,361.7198
2024-01-07,    乡村居民,5972.01
2024-01-07,    城镇居民,8954.6829
2024-01-07,    第一产业,792.5508
2024-01-07,    第三产业,15000.5338
2024-01-07,    第二产业,33783.4409
2024-01-07,  其中：中成药生产,40.5802
2024-01-07,  其中：互联网数据服务,102.6942
2024-01-07,  其中：体育用品制造,6.0479
2024-01-07,  其中：充换电服务业,632.6657
2024-01-07,  其中：光伏设备及元器件制造,19.2932
2024-01-07,  其中：公共照明,569.3353
2024-01-07,  其中：医疗仪器设备及器械制造,23.9241
2024-01-07,  其中：地质勘查,2.6872
2024-01-07,  其中：城市公共交通运输,336.9602
2024-01-07,  其中：教育,1226.675
2024-01-07,  其中：新能源车整车制造,23.8876
2024-01-07,  其中：橡胶制品业,226.4023
2024-01-07,  其中：氯碱,163.228
2024-01-07,  其中：水利管理业,83.823
2024-01-07,  其中：水泥制造,1363.9332
2024-01-07,  其中：港口岸电,5.6784
2024-01-07,  其中：煤化工,229.101
2024-01-07,  其中：电厂生产全部耗用电量,158.0075
2024-01-07,  其中：电气化铁路,1222.6311
2024-01-07,  其中：碳化硅,4.1553
2024-01-07,  其中：科技推广和应用服务业,36.7357
2024-01-07,  其中：租赁业,8.4335
2024-01-07,  其中：结构性金属制品制造,557.4514
2024-01-07,  其中：肥料制造,2325.1635
2024-01-07,  其中：计算机制造,14.1609
2024-01-07,  其中：钢铁,3420.8078
2024-01-07,  其中：铁路运输设备制造,16.7407
2024-01-07,  其中：铝冶炼,2.8476
2024-01-07,  其中：风能原动设备制造,0.0312
2024-01-07,  城市轨道交通设备制造,6.798
2024-01-07,  塑料制品业,745.1869
2024-01-07,  抽水蓄能抽水耗用电量,378.5538
2024-01-07,  玻璃制造,199.0183
2024-01-07,  生物药品制品制造,103.1033
2024-01-07,  电石,0.0
2024-01-07,  稀有稀土金属冶炼,6.2714
2024-01-07,  线路损失电量,0.0474
2024-01-07,  航空、航天器及设备制造,30.6742
2024-01-07,  通信设备制造,101.6091
2024-01-07,  铁合金冶炼,20.2207
2024-01-07,  铅锌冶炼,0.12
2024-01-07,  陶瓷制品制造,109.5924
2024-01-07,  黄磷,75.208
2024-01-07,1.农副食品加工业,729.2946
2024-01-07,1.房屋建筑业,367.846
2024-01-07,1.煤炭开采和洗选业,5.2
2024-01-07,1.电信、广播电视和卫星传输服务,440.6037
2024-01-07,1.电力、热力生产和供应业,721.8868
2024-01-07,1.科学研究和技术服务业,232.8651
2024-01-07,1.铁路运输业,1314.4787
2024-01-07,10.造纸和纸制品业,752.1286
2024-01-07,11.印刷和记录媒介复制业,126.065
2024-01-07,12.文教、工美、体育和娱乐用品制造业,85.8012
2024-01-07,13.石油、煤炭及其他燃料加工业,754.1884
2024-01-07,14.化学原料和化学制品制造业,4887.683
2024-01-07,15.医药制造业,652.5703
2024-01-07,16.化学纤维制造业,82.6119
2024-01-07,17.橡胶和塑料制品业,971.5892
2024-01-07,18.非金属矿物制品业,3953.4971
2024-01-07,19.黑色金属冶炼和压延加工业,3441.0285
2024-01-07,2.互联网和相关服务,378.7316
2024-01-07,2.土木工程建筑业,334.3297
2024-01-07,2.水利、环境和公共设施管理业,827.7638
2024-01-07,2.燃气生产和供应业,304.702
2024-01-07,2.石油和天然气开采业,172.1227
2024-01-07,2.道路运输业,485.1204
2024-01-07,2.食品制造业,423.1949
2024-01-07,20.有色金属冶炼和压延加工业,524.155
2024-01-07,21.金属制品业,1563.7228
2024-01-07,22.通用设备制造业,541.0301
2024-01-07,23.专用设备制造业,240.6745
2024-01-07,24.汽车制造业,1253.7788
2024-01-07,25.铁路、船舶、航空航天和其他运输设备制造业,190.2167
2024-01-07,26.电气机械和器材制造业,1531.5514
2024-01-07,27.计算机、通信和其他电子设备制造业,3265.6052
2024-01-07,28.仪器仪表制造业,40.2821
2024-01-07,29.其他制造业,585.4366
2024-01-07,3.居民服务、修理和其他服务业,202.4974
2024-01-07,3.建筑安装业,63.0998
2024-01-07,3.水上运输业,17.3455
2024-01-07,3.水的生产和供应业,896.7073
2024-01-07,3.软件和信息技术服务业,166.1292
2024-01-07,3.酒、饮料及精制茶制造业,238.0883
2024-01-07,3.黑色金属矿采选业,175.1205
2024-01-07,30.废弃资源综合利用业,347.5022
2024-01-07,31.金属制品、机械和设备修理业,114.1543
2024-01-07,4.建筑装饰、装修和其他建筑业,392.4715
2024-01-07,4.教育、文化、体育和娱乐业,1391.9149
2024-01-07,4.有色金属矿采选业,150.2214
2024-01-07,4.烟草制品业,69.5204
2024-01-07,4.航空运输业,68.2994
2024-01-07,5.卫生和社会工作,816.6803
2024-01-07,5.管道运输业,40.2295
2024-01-07,5.纺织业,1517.8266
2024-01-07,5.非金属矿采选业  ,300.3889
2024-01-07,6.公共管理和社会组织、国际组织,617.6161
2024-01-07,6.其他采矿业  ,164.9874
2024-01-07,6.多式联运和运输代理业,31.8091
2024-01-07,6.纺织服装、服饰业,273.2253
2024-01-07,7.皮革、毛皮、羽毛及其制品和制鞋业,53.7239
2024-01-07,7.装卸搬运和仓储业,237.6246
2024-01-07,8.木材加工和木、竹、藤、棕、草制品业,484.6947
2024-01-07,8.邮政业,30.6638
2024-01-07,9.家具制造业,175.0755
2024-01-07,A、全行业用电合计,49576.5255
2024-01-07,B、城乡居民生活用电合计,14926.6929
2024-01-07,一、农、林、牧、渔业,1154.2706
2024-01-07,七、住宿和餐饮业,1015.2989
2024-01-07,三、建筑业,1157.747
2024-01-07,九、房地产业,2329.7569
2024-01-07,二、工业,32761.2544
2024-01-07,五、信息传输、软件和信息技术服务业,985.4645
2024-01-07,全行业用电分类,49576.5255
2024-01-07,八、金融业,236.2894
2024-01-07,六、批发和零售业,3355.3283
2024-01-07,其他开采专业及辅助性活动,21.4063
2024-01-07,十、租赁和商务服务业,266.2069
2024-01-07,十一、公共服务及管理组织,4089.3377
2024-01-07,四、交通运输、仓储和邮政业,2225.5709
2024-01-07,客户用电量,64503.2184
2024-01-07,（一）采矿业,968.041
2024-01-07,（三）电力、热力、燃气及水的生产和供应业,1923.2961
2024-01-07,（二） 制造业,29869.9173
2024-01-08,      其中：排灌,132.6168
2024-01-08,    1.农业,374.6837
2024-01-08,    2.林业,7.5059
2024-01-08,    3.畜牧业,336.1669
2024-01-08,    4.渔业,82.3609
2024-01-08,    5.农、林、牧、渔专业及辅助性活动,370.5343
2024-01-08,    乡村居民,5726.2949
2024-01-08,    城镇居民,8441.9094
2024-01-08,    第一产业,800.7175
